fps,policy_loss,policy_entropy,total_timesteps,time_elapsed,explained_variance,approxkl,value_loss,clipfrac,serial_timesteps,n_updates,ep_reward_mean,ep_len_mean
2257,-0.0032926812,2.1286905,759808,334.2903296947479,0.8008273541927338,0.0013049406,0.8612757,0.008007812,759808,371,4601.2266666666665,9999.0
2299,-0.002065602,2.340075,761856,335.1978359222412,0.7499079704284668,0.00024497556,4.4405828,0.0001953125,761856,372,4601.5921052631575,9999.0
2294,-0.00079406815,2.2227077,763904,336.0887198448181,0.8601540327072144,0.00017664395,1.8664541,0.0,763904,373,4601.5921052631575,9999.0
2289,-0.007090231,2.3156765,765952,336.9815158843994,0.8304551839828491,0.0015985823,0.92703515,0.012939453,765952,374,4601.5921052631575,9999.0
2313,-0.005309187,1.9524796,768000,337.8764808177948,0.7638097703456879,0.0012336306,0.95100725,0.0024414062,768000,375,4601.5921052631575,9999.0
2315,-0.0017207062,2.123053,770048,338.7677319049835,0.5996370017528534,0.00069802336,3.8188195,0.00048828125,770048,376,4601.987012987013,9999.0
2296,-0.006212251,2.3049102,772096,339.6525046825409,0.8640158176422119,0.00075233803,1.7178886,0.0039550783,772096,377,4601.987012987013,9999.0
2302,-0.0014044899,1.9361537,774144,340.5445249080658,0.8747541159391403,6.263387e-05,1.1688159,0.0,774144,378,4601.987012987013,9999.0
2304,-0.0055715246,2.2511284,776192,341.4344177246094,0.8605313450098038,0.00017349939,0.93117297,0.00014648438,776192,379,4601.987012987013,9999.0
2309,-0.0042425827,1.9519422,778240,342.3234758377075,0.775935560464859,0.00074834295,0.9161011,0.0026367188,778240,380,4601.987012987013,9999.0
2300,-0.0015844948,2.195255,780288,343.21632981300354,0.6473421454429626,0.00031901512,3.1977205,0.0,780288,381,4601.75641025641,9999.0
2276,-0.0028646968,2.4671605,782336,344.1069839000702,0.9082217440009117,0.0004685042,1.2617661,0.0018554687,782336,382,4601.75641025641,9999.0
2265,-0.002127301,1.833176,784384,345.0068709850311,0.8559589833021164,0.00054882996,1.4843222,0.0024902343,784384,383,4601.75641025641,9999.0
2316,-0.005058132,2.2979257,786432,345.9114077091217,0.8610748052597046,0.00026611978,1.1197722,0.0011230469,786432,384,4601.75641025641,9999.0
2292,-0.0017193612,1.9561079,788480,346.795697927475,0.8366430401802063,0.00013898106,1.0332649,0.0,788480,385,4601.75641025641,9999.0
2314,-0.0011624704,2.1304307,790528,347.69502878189087,0.6479161381721497,0.00018523065,3.2639918,0.0,790528,386,4599.7594936708865,9999.0
2333,-0.0030866358,2.391892,792576,348.5802319049835,0.8430478721857071,0.00031546835,1.9981916,0.00024414062,792576,387,4599.7594936708865,9999.0
2306,-0.0027560182,2.0134227,794624,349.45843482017517,0.8996612802147865,0.00029396923,1.2748682,0.0015136718,794624,388,4599.7594936708865,9999.0
2316,-0.0045782374,2.406521,796672,350.3469047546387,0.8520755618810654,0.00034635956,0.96603835,0.00034179687,796672,389,4599.7594936708865,9999.0
2295,-0.00637915,1.9735378,798720,351.2313528060913,0.8361038714647293,0.00078710465,0.803751,0.004345703,798720,390,4599.7594936708865,9999.0
2336,-0.0010213793,2.2533612,800768,352.1294746398926,0.6530253887176514,0.00020268434,3.3659058,0.0,800768,391,4599.3,9999.0
2298,-0.0030456842,2.2743924,802816,353.0064158439636,0.8747798353433609,0.00015162566,1.4379741,0.0001953125,802816,392,4599.3,9999.0
2283,-0.0017737165,2.2084508,804864,353.89764976501465,0.8913450017571449,9.463497e-05,1.5364921,0.0,804864,393,4599.3,9999.0
2293,-0.008857093,2.5029411,806912,354.7947428226471,0.784364640712738,0.0015867561,1.0109888,0.016113281,806912,394,4599.3,9999.0
2298,-0.0032734037,1.9366449,808960,355.6879370212555,0.8355824202299118,0.0006209,0.713802,0.00014648438,808960,395,4599.3,9999.0
2312,-0.0008089074,2.2935286,811008,356.58519291877747,0.683517724275589,0.00030109467,3.8056843,0.0,811008,396,4600.259259259259,9999.0
2298,-0.003899771,2.1988711,813056,357.4713206291199,0.8671267330646515,0.00042563825,1.3471949,0.0014648438,813056,397,4600.259259259259,9999.0
2328,-0.003648014,2.189649,815104,358.36262679100037,0.8963124826550484,0.0003230318,1.1039319,0.00048828125,815104,398,4600.259259259259,9999.0
2254,-0.0037494465,2.34334,817152,359.2426586151123,0.7330200672149658,0.00037167876,1.0713439,0.0005859375,817152,399,4600.259259259259,9999.0
1808,-0.0025693648,1.9249105,819200,360.15183877944946,0.8185685575008392,0.00018143425,0.932848,0.0,819200,400,4600.259259259259,9999.0
2096,-0.0022153417,2.307963,821248,361.2919268608093,0.7714178115129471,0.00051786506,3.6654778,0.0008789062,821248,401,4599.036585365854,9999.0
2053,-0.003626539,2.2017453,823296,362.26960587501526,0.8376048356294632,0.00089823955,1.4059302,0.0013671875,823296,402,4599.036585365854,9999.0
2029,-0.0017203927,2.2501917,825344,363.2675178050995,0.9087222293019295,0.00016186037,1.2515186,0.0,825344,403,4599.036585365854,9999.0
2158,-0.008344728,2.3668382,827392,364.2772297859192,0.8244627118110657,0.0019913262,0.7456886,0.017529298,827392,404,4599.036585365854,9999.0
2097,-0.0040357346,2.219899,829440,365.226313829422,0.8116008937358856,0.0005992404,0.96904117,0.00083007815,829440,405,4599.036585365854,9999.0
2169,-0.0021801624,2.4927757,831488,366.20922899246216,0.7880648523569107,0.00024850536,3.800035,0.0,831488,406,4599.8674698795185,9999.0
1986,-0.00312228,2.2567444,833536,367.15355491638184,0.8892522901296616,0.0004391671,1.1874453,0.0005859375,833536,407,4599.8674698795185,9999.0
1798,-0.005155232,2.3288982,835584,368.1857089996338,0.8734005838632584,0.0011669982,1.1563781,0.009619141,835584,408,4599.8674698795185,9999.0
2296,-0.0061042886,2.388085,837632,369.32508182525635,0.8368025720119476,0.00047424342,0.70356387,0.0007324219,837632,409,4599.8674698795185,9999.0
2297,-0.0031640206,2.3161287,839680,370.2173607349396,0.7843383252620697,0.00031114955,1.1591218,0.00034179687,839680,410,4599.8674698795185,9999.0
2313,-0.0023668052,2.5384092,841728,371.1146938800812,0.7890366464853287,0.00018413196,4.116404,0.00014648438,841728,411,4600.261904761905,9999.0
2297,-0.0012744343,2.250361,843776,372.0001516342163,0.8904204294085503,0.00025016535,1.2637603,9.765625e-05,843776,412,4600.261904761905,9999.0
2298,-0.005377651,2.4076602,845824,372.89187383651733,0.8313078135251999,0.00046158434,1.3464643,0.002734375,845824,413,4600.261904761905,9999.0
2055,-0.0034124032,2.3519735,847872,373.7832009792328,0.8226418644189835,0.00025576464,0.81761616,0.0,847872,414,4600.261904761905,9999.0
1761,-0.0024144216,2.3383358,849920,374.77991580963135,0.5942769944667816,0.00033225445,3.6434073,0.00029296876,849920,415,4601.752941176471,9999.0
2101,-0.0026429105,2.5287483,851968,375.9497618675232,0.8862819001078606,0.00023235893,1.8770889,4.8828126e-05,851968,416,4601.752941176471,9999.0
1775,-0.0029249885,2.1207135,854016,376.92476987838745,0.8909557163715363,0.0002329485,1.1386198,0.00024414062,854016,417,4601.752941176471,9999.0
2131,-0.0060702926,2.4082665,856064,378.0785479545593,0.8734035640954971,0.00041351165,0.92585784,0.001171875,856064,418,4601.752941176471,9999.0
2118,-0.0035294779,2.293335,858112,379.039785861969,0.8232338428497314,0.00029455606,0.9435922,0.0004394531,858112,419,4601.752941176471,9999.0
2072,-0.002771282,2.3342233,860160,380.0068197250366,0.6752363443374634,0.00019074124,3.0630214,0.0,860160,420,4603.03488372093,9999.0
1955,-0.0044508525,2.6054928,862208,381.0011477470398,0.8847876340150833,0.0005534433,1.62229,0.0036621094,862208,421,4603.03488372093,9999.0
1787,-0.003388583,2.0186782,864256,382.0486567020416,0.8996044397354126,0.00072164676,1.1217523,0.0028320313,864256,422,4603.03488372093,9999.0
1990,-0.004897279,2.3963146,866304,383.1945688724518,0.8647351562976837,0.00034349316,0.85195637,0.0009765625,866304,423,4603.03488372093,9999.0
1975,-0.005394926,2.2197099,868352,384.2238368988037,0.8549691736698151,0.00080546876,0.8570328,0.0046875,868352,424,4603.03488372093,9999.0
2082,-0.0025453914,2.2306333,870400,385.2609348297119,0.6742646098136902,0.0003281647,3.3960528,0.00029296876,870400,425,4604.298850574713,9999.0
1884,-0.0029663667,2.6465702,872448,386.2514138221741,0.8990160524845123,0.00021588875,1.4422983,0.0,872448,426,4604.298850574713,9999.0
1757,-0.0024876448,1.893478,874496,387.3389627933502,0.8932011350989342,0.00028431215,1.2449942,4.8828126e-05,874496,427,4604.298850574713,9999.0
1756,-0.0045804987,2.4355874,876544,388.50529289245605,0.8759050071239471,0.0006562519,0.93243283,0.0025390624,876544,428,4604.298850574713,9999.0
1788,-0.0055308295,2.1279352,878592,389.6716527938843,0.8676850646734238,0.00084891357,0.872423,0.0020507812,878592,429,4604.298850574713,9999.0
1720,-0.0005073768,2.082796,880640,390.81692695617676,0.7072536051273346,0.0001963906,3.1741405,0.0,880640,430,4605.056818181818,9999.0
1847,-0.0016309712,2.3705378,882688,392.01310086250305,0.8908378779888153,9.747173e-05,1.3866193,0.0,882688,431,4605.056818181818,9999.0
1715,-0.005560369,1.9950689,884736,393.1221628189087,0.9205142185091972,0.0009734096,1.0526716,0.008251953,884736,432,4605.056818181818,9999.0
2071,-0.0047882795,2.3598979,886784,394.3165647983551,0.8679373562335968,0.0004797817,0.799313,0.0014160157,886784,433,4605.056818181818,9999.0
1719,-0.0031902243,1.9897089,888832,395.3054988384247,0.8641618192195892,0.0003142617,0.7535552,0.00048828125,888832,434,4605.056818181818,9999.0
2035,-0.002138073,2.1239657,890880,396.49677777290344,0.6864912211894989,0.00022247806,3.423348,4.8828126e-05,890880,435,4605.932584269663,9999.0
1838,-0.0036302328,2.1951623,892928,397.50888180732727,0.8859814405441284,0.00026589903,1.426511,0.0008789062,892928,436,4605.932584269663,9999.0
1673,-0.0021104778,2.1798062,894976,398.6232228279114,0.9044284522533417,0.00031728548,1.3600351,0.00014648438,894976,437,4605.932584269663,9999.0
2020,-0.0037628259,2.3132324,897024,399.8474359512329,0.8147201538085938,0.00044018248,0.8956524,0.00029296876,897024,438,4605.932584269663,9999.0
2117,-0.0035986535,2.1236844,899072,400.8616979122162,0.832988977432251,0.0012382814,1.0528944,0.0075683594,899072,439,4605.932584269663,9999.0
2219,-0.0020321656,2.2437842,901120,401.8294746875763,0.7977824658155441,0.0003516436,3.413622,0.00014648438,901120,440,4607.022222222222,9999.0
2172,-0.0033545338,2.2767851,903168,402.7584047317505,0.9305367469787598,0.0002807875,0.8366972,0.0014160157,903168,441,4607.022222222222,9999.0
1844,-0.0032058351,2.2940018,905216,403.7016968727112,0.9268507957458496,0.0004717196,0.9689573,0.00068359374,905216,442,4607.022222222222,9999.0
2000,-0.0059313634,2.3041852,907264,404.812442779541,0.8233268111944199,0.00044369296,0.8182891,0.0001953125,907264,443,4607.022222222222,9999.0
1710,-0.004886336,2.2231536,909312,405.8366856575012,0.8117023855447769,0.00043913285,0.93874234,0.00068359374,909312,444,4607.022222222222,9999.0
2020,-0.0022751023,2.198475,911360,407.034640789032,0.8495562076568604,0.00034175417,3.3917778,0.00034179687,911360,445,4607.934065934066,9999.0
2180,-0.0024225307,2.154387,913408,408.05633878707886,0.8777228370308876,0.00016129817,1.125111,0.00014648438,913408,446,4607.934065934066,9999.0
1828,-0.0046538017,2.1686335,915456,408.9960377216339,0.9205765277147293,0.00044122804,0.9883936,0.0025390624,915456,447,4607.934065934066,9999.0
1899,-0.0072311996,2.1974254,917504,410.1163387298584,0.8322770446538925,0.0012757555,0.90371895,0.009423828,917504,448,4607.934065934066,9999.0
1888,-0.0023157285,2.183295,919552,411.1948878765106,0.8285778164863586,0.0004404444,0.9947621,0.0004394531,919552,449,4607.934065934066,9999.0
2009,-0.0018338918,2.1420097,921600,412.27996492385864,0.8605590909719467,0.00026772887,3.465858,0.00034179687,921600,450,4610.173913043478,9999.0
2199,-0.00318212,1.9836056,923648,413.3052628040314,0.9399809166789055,0.00025302838,0.7909561,0.0005371094,923648,451,4610.173913043478,9999.0
1866,-0.0048101037,2.0970755,925696,414.2366850376129,0.8949111253023148,0.00048697257,0.9785179,0.0022949218,925696,452,4610.173913043478,9999.0
2005,-0.0027956045,2.1291156,927744,415.33424282073975,0.8204344213008881,0.00057070784,1.0374671,0.00083007815,927744,453,4610.173913043478,9999.0
2068,-0.0063513713,2.1804032,929792,416.3559217453003,0.8072581142187119,0.00065419136,0.7626627,0.0038085938,929792,454,4610.173913043478,9999.0
1997,-0.0013592598,2.1667702,931840,417.34657883644104,0.8452243059873581,0.00029111042,3.982547,0.00068359374,931840,455,4610.537634408603,9999.0
2011,-0.0032745402,1.9478276,933888,418.3778157234192,0.904657281935215,0.00022838097,1.1286291,0.00034179687,933888,456,4610.537634408603,9999.0
1731,-0.006418909,2.1174836,935936,419.39661264419556,0.8542071729898453,0.00038692134,1.139111,0.002001953,935936,457,4610.537634408603,9999.0
2038,-0.0027431906,2.1201558,937984,420.579794883728,0.8767975196242332,0.0003453148,0.8742466,0.00083007815,937984,458,4610.537634408603,9999.0
2065,-0.0009861526,2.0759845,940032,421.584951877594,0.6657669246196747,0.00044002105,3.0648377,0.000390625,940032,459,4610.904255319149,9999.0
2085,-0.0057703387,2.2811275,942080,422.57665181159973,0.927892729640007,0.0014650411,1.2003334,0.01303711,942080,460,4610.904255319149,9999.0
2276,-0.003247582,1.8427845,944128,423.5648877620697,0.8951554372906685,0.00045353305,1.2275198,0.0016601563,944128,461,4610.904255319149,9999.0
1475,-0.010080209,2.1993175,946176,424.46505069732666,0.8811862990260124,0.0011461067,0.88993204,0.009667968,946176,462,4610.904255319149,9999.0
1832,-0.010355678,2.1378875,948224,425.853364944458,0.8788171708583832,0.0011653604,0.75272065,0.009277344,948224,463,4610.904255319149,9999.0
1837,-0.0023651246,1.9273344,950272,426.9716069698334,0.6505117118358612,0.0009890015,3.5476594,0.005517578,950272,464,4611.61052631579,9999.0
1889,-0.005392843,2.3991206,952320,428.08696389198303,0.9275397211313248,0.0008882053,1.2634504,0.0063964846,952320,465,4611.61052631579,9999.0
2117,-0.0025907797,1.5801678,954368,429.17847967147827,0.9115318804979324,0.0003683046,1.1477106,0.0014160157,954368,466,4611.61052631579,9999.0
1615,-0.005880197,2.1984754,956416,430.14627981185913,0.9071593508124352,0.00030515846,0.66016346,0.0011230469,956416,467,4611.61052631579,9999.0
1854,-0.006337623,2.0587516,958464,431.41431498527527,0.9077217802405357,0.0011776862,0.7400262,0.013720703,958464,468,4611.61052631579,9999.0
2288,-0.0014197184,1.8666992,960512,432.5192346572876,0.7231249511241913,0.00018007332,3.145101,0.0,960512,469,4612.385416666667,9999.0
2038,-0.004064181,2.3341827,962560,433.41439986228943,0.9414659067988396,0.00017675737,1.0809689,0.000390625,962560,470,4612.385416666667,9999.0
2299,-0.0019149131,1.7169752,964608,434.42481780052185,0.91456139087677,0.00018364532,1.1461124,0.00014648438,964608,471,4612.385416666667,9999.0
1626,-0.0053936252,2.2278252,966656,435.3161368370056,0.8413340896368027,0.00044296068,1.0098808,0.0015625,966656,472,4612.385416666667,9999.0
2068,-0.007917274,1.9967285,968704,436.57612895965576,0.8948715925216675,0.0019073341,0.8269442,0.022851562,968704,473,4612.385416666667,9999.0
2308,-0.0023496938,1.9600626,970752,437.5666527748108,0.7394459247589111,0.00062387343,3.092091,0.003076172,970752,474,4613.103092783505,9999.0
2346,-0.0024935543,2.1362357,972800,438.4542987346649,0.9260754063725471,0.00019771136,1.1094061,0.00034179687,972800,475,4613.103092783505,9999.0
2332,-0.0035764098,1.9084707,974848,439.3334467411041,0.9396634511649609,0.0003049005,0.9010309,0.0007324219,974848,476,4613.103092783505,9999.0
1946,-0.003004404,2.1793256,976896,440.2119779586792,0.8735222965478897,0.00033814492,0.71783465,0.0010253906,976896,477,4613.103092783505,9999.0
2138,-0.0074704736,1.801918,978944,441.2645046710968,0.87122543156147,0.0009805036,0.98755425,0.0063476562,978944,478,4613.103092783505,9999.0
2360,-0.0015544555,1.9456627,980992,442.2225618362427,0.7931254953145981,0.00024661198,3.1934578,0.0005859375,980992,479,4614.34693877551,9999.0
2299,-0.002443916,1.9926043,983040,443.09042096138,0.9269481301307678,0.00015171133,1.0080075,0.0,983040,480,4614.34693877551,9999.0
2157,-0.0056970334,1.8777851,985088,443.98836183547974,0.9335903376340866,0.00047469948,0.842034,0.0017089844,985088,481,4614.34693877551,9999.0
1921,-0.0039013221,2.0302758,987136,444.9379358291626,0.8240885734558105,0.0006238244,0.8238454,0.0016601563,987136,482,4614.34693877551,9999.0
2264,-0.005207372,1.7856112,989184,446.0042428970337,0.8656680732965469,0.00030492846,0.8093446,0.0010253906,989184,483,4614.34693877551,9999.0
2254,-0.0021726226,1.8132498,991232,446.9089789390564,0.8543663769960403,0.0002704946,3.052773,0.00092773436,991232,484,4615.010101010101,9999.0
2310,-0.0038859453,1.8904035,993280,447.81796288490295,0.9002962037920952,0.0006382935,0.95855427,0.0032226562,993280,485,4615.010101010101,9999.0
1940,-0.0026850437,1.7923597,995328,448.7106647491455,0.9073220118880272,0.00020535702,1.120083,0.0011230469,995328,486,4615.010101010101,9999.0
1497,-0.0061384276,1.9112133,997376,449.7664318084717,0.8163085728883743,0.0004645517,0.8679053,0.0020507812,997376,487,4615.010101010101,9999.0
1911,-0.0049002906,1.8012435,999424,451.1347219944,0.8458080440759659,0.00091806625,0.81137246,0.0056152344,999424,488,4615.010101010101,9999.0
